inc_global_step/AssignAdd/value	Const	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:(none)'], ['(1)', ' -t i64'], 0, 3000, 4000, [1552507292057694000, 1552507292057694000, 1552507292057697000, 1552507292057698000], 1]}
tower_0/v/add	Add	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t f32'], 1000, 13000, 16000, [1552507291970941000, 1552507291970942000, 1552507291970954000, 1552507291970957000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/conv4/conv2d/kernel/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x256)', ' 1:', '(1)', ' 2:', '(3x3x384x256)'], ['(3x3x384x256)', ' -t f32 -use_locking 0'], 1000, 75000, 78000, [1552507292020259000, 1552507292020260000, 1552507292020334000, 1552507292020337000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv1/conv2d/Conv2D_grad/Conv2DBackpropInput	Conv2DBackpropInput	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4)', ' 1:', '(5x5x64x192)', ' 2:', '(128x192x27x27)'], ['(128x64x27x27)', ' -t f32 -data_format NHWC -p s -cudnn 1'], 1000, 4529000, 4533000, [1552507292035336000, 1552507292035337000, 1552507292039865000, 1552507292039869000], 1]}
tower_0/v/gradients/AddN_4	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)', ' 1:', '(4096)'], ['(4096)', ' -N i: 2 -t f32'], 1000, 20000, 25000, [1552507291981726000, 1552507291981727000, 1552507291981746000, 1552507291981751000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_14_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x1001)', ' 1:', '(1)'], ['(4096x1001)', ' -t f32'], 0, 221000, 223000, [1552507291912031000, 1552507291912031000, 1552507291912252000, 1552507291912254000], 1]}
tower_0/v/l2_loss/L2Loss_12	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x4096)'], ['(1)', ' -t f32'], 0, 432000, 434000, [1552507291912299000, 1552507291912299000, 1552507291912731000, 1552507291912733000], 1]}
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Mul	Snapshot	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128)'], ['(128)', ' -t f32'], 1000, 2000, 3000, [1552507291969321000, 1552507291969322000, 1552507291969323000, 1552507291969324000], 1]}
tower_0/v/cg/mpool0/MaxPool	MaxPool	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x64x55x55)'], ['(128x64x27x27)', ' -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1'], 0, 1241000, 1243000, [1552507291928931000, 1552507291928931000, 1552507291930172000, 1552507291930174000], 1]}
tower_0/v/cg/dropout0/dropout/dropout/div	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f32'], 1000, 42000, 44000, [1552507291967053000, 1552507291967054000, 1552507291967095000, 1552507291967097000], 1]}
