rank by total time,time for 1 occ (ns),gpu time for 1 occ (ns),cpu time for 1 occ (ns),occurence (in a batch; for RNNs - in all batches),total time,total gpu time,total cpu time,rel time % (in a batch; for RNNs - in all batches),gpu rel time % (in a batch; for RNNs - in all batches),cpu rel time % (in a batch; for RNNs - in all batches),cumulative time (ns),cumulative time (%),cumulative gpu time (ns),cumulative gpu time (%),cumulative cpu time (ns),cumulative cpu time (%),Num GOps in 1 occ,Total GOps in all occ,Achieved CPU GOps/sec,Achieved GPU GOps/sec,Achieved total GOps/sec,Num bytes (if 32b data),Num bytes for all occ (if 32b data),Achieved bandwidth GB/sec,Device bandwidth GB/s,Memory time for all occ,(total time) - (memory time for all occ),GPU bandwidth utilization % (=100%*(num_bytes/time)/(peak GB/sec)),GPU compute utilization % (=100%*(num_ops/time)/(peak GOps/sec)),Potential optimization score from bandwidth underutilization,Potential optimization score from compute underutilization,Overall potential optimization score (=duration*min(compute bandwidth underutilization)),Op name,Device,Op config,Ops aggregated,intra op gap ((all end-all start)-(op end-op start) ns),skewness,kurtosis,unbiased std,mean,mean-std,mean+std,25th percentile,50th percentile,75th percentile,measured op time (ns),1st batch all start,1st batch op start,1st batch op end,1st batch all end,batch2 all start; batch2 op start; batch2 op end; batch2 all end; batch 3 all start etc.
31,1280289.474,1280289.474,0.000,1.000,1280289.474,1280289.474,0.000,0.900,0.900,0.000,123319131.579,86.657,123319131.579,86.671,0.000,0.000,0.0167772160000,0.0167772160000,0.000,13.104,13.104,201326592.000,201326592.000,157.2508375161867,180.000,1118.481,1279170.993,87.362,0.307,0.069,0.852,0.069,AddN,GPU-0, 0:(4096x4096) 1:(4096x4096)->(4096x4096) -N i: 2 -t f32,tower_0/v/gradients/AddN_3,5000,3.2533939750201695,11.954095210330571,52398,1289714,1237317,1342112,1274000.0,1276000.0,1277000.0,1279000;1281000;1278000;1277000;1279000;1272000;1277000;1272000;1474000;1499000,65647880,65648880,66942880,66946880,555695880;555695880;556991880;556994880;895865880;895865880;897160880;897163880;1239035880;1239035880;1240329880;1240332880;1634617880;1634617880;1635912880;1635915880;1982169880;1982170880;1983458880;1983461880;2328314880;2328314880;2329607880;2329610880;2669178880;2669178880;2670467880;2670470880;3011656880;3011656880;3013147880;3013150880;3349623880;3349623880;3351138880;3351141880;3692035880;3692036880;3693326880;3693329880;4038826880;4038827880;4040117880;4040120880;4397541880;4397542880;4398834880;4398838880;4743667880;4743667880;4744958880;4744961880;5082692880;5082693880;5083986880;5083989880;5428110880;5428111880;5429399880;5429402880;5767510880;5767510880;5768804880;5768807880;6122588880;6122589880;6123890880;6123900880;6500667880;6500668880;6502136880;6502139880;6859480880;6859481880;6860774880;6860777880
32,638473.684,638473.684,0.000,2.000,1276947.368,1276947.368,0.000,0.897,0.897,0.000,124596078.947,87.554,124596078.947,87.568,0.000,0.000,0.0083066880000,0.0166133760000,0.000,13.010,13.010,99680256.000,199360512.000,156.1227321737696,180.000,1107.558,1275839.810,86.735,0.305,0.074,0.850,0.074,ReluGrad,GPU-0, 0:(128x384x13x13) 1:(128x384x13x13)->(128x384x13x13) -t f32,tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad;tower_0/v/gradients/tower_0/v/cg/conv3/Relu_grad/ReluGrad,4000,6.041246259128869,38.519009370379024,27912,642667,614754,670579,636000.0,637500.0,641000.0,641000;646000;638000;638000;641000;642000;641000;642000;646000;642000,113404880,113404880,114061880,114065880,604011880;604012880;604675880;604679880;944494880;944495880;945154880;945158880;1287232880;1287233880;1287892880;1287897880;1682382880;1682383880;1683042880;1683046880;2032446880;2032447880;2033109880;2033112880;2377615880;2377616880;2378277880;2378282880;2718178880;2718178880;2718839880;2718843880;3061326880;3061327880;3061990880;3061993880;3399914880;3399914880;3400576880;3400580880;3743237880;3743238880;3743902880;3743907880;4090054880;4090055880;4090718880;4090723880;4450142880;4450142880;4450974880;4450978880;4792223880;4792223880;4792883880;4792886880;5130140880;5130140880;5130799880;5130804880;5475218880;5475219880;5475880880;5475884880;5815204880;5815205880;5815861880;5815865880;6174110880;6174110880;6174845880;6174851880;6551636880;6551636880;6552298880;6552302880;6914656880;6914657880;6915315880;6915320880
33,1268078.947,1268078.947,0.000,1.000,1268078.947,1268078.947,0.000,0.891,0.891,0.000,125864157.895,88.445,125864157.895,88.459,0.000,0.000,0.0537477120000,0.0537477120000,0.000,42.385,42.385,123011072.000,123011072.000,97.0058467221450,180.000,683.395,1267395.553,53.892,0.993,0.366,0.838,0.366,MaxPool,GPU-0, 0:(128x64x55x55)->(128x64x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool0/MaxPool,3000,1.266777644225975,2.8466734045510593,130310,1275786,1145476,1406095,1197750.0,1220000.0,1240750.0,1220000;1243000;1530000;1228000;1228000;1507000;1191000;1182000;1191000;1187000,19280880,19280880,20533880,20536880,511134880;511135880;512418880;512421880;849337880;849337880;850906880;850910880;1192841880;1192842880;1194109880;1194112880;1588562880;1588562880;1589829880;1589832880;1936811880;1936812880;1938358880;1938361880;2281583880;2281584880;2282813880;2282817880;2625177880;2625177880;2626399880;2626402880;2967249880;2967250880;2968704880;2968707880;3304522880;3304523880;3305749880;3305752880;3646652880;3646653880;3647888880;3647891880;3993301880;3993301880;3994534880;3994537880;4350682880;4350682880;4351915880;4351918880;4697756880;4697757880;4699194880;4699199880;5036874880;5036874880;5038126880;5038129880;5383252880;5383253880;5384497880;5384501880;5721608880;5721609880;5722874880;5722877880;6072569880;6072570880;6073829880;6073833880;6454230880;6454230880;6455470880;6455473880;6812765880;6812766880;6814152880;6814158880
34,1267236.842,1267236.842,0.000,1.000,1267236.842,1267236.842,0.000,0.890,0.891,0.000,127131394.737,89.336,127131394.737,89.350,0.000,0.000,4.2949672960000,4.2949672960000,0.000,3389.238,3389.238,71303168.000,71303168.000,56.2666469525491,180.000,396.129,1266840.713,31.259,79.373,0.568,0.139,0.139,MatMul,GPU-0, 0:(128x4096) 1:(128x4096)->(4096x4096) -t f32 -tr_a 1 -tr_b 0,tower_0/v/gradients/tower_0/v/cg/affine1/xw_plus_b/MatMul_grad/MatMul_1,5000,2.0978524051490255,8.663333894686042,67198,1275095,1207897,1342293,1233250.0,1273000.0,1289750.0,1291000;1306000;1282000;1288000;1286000;1231000;1398000;1220000;1222000;1289000,62833880,62834880,64146880,64150880,552843880;552844880;554172880;554175880;893064880;893065880;894370880;894374880;1236220880;1236221880;1237531880;1237536880;1631794880;1631794880;1633105880;1633110880;1979190880;1979190880;1980444880;1980448880;2325258880;2325258880;2326679880;2326683880;2666512880;2666512880;2667757880;2667760880;3008990880;3008991880;3010236880;3010240880;3346818880;3346819880;3348129880;3348132880;3689270880;3689271880;3690563880;3690567880;4035574880;4035574880;4037090880;4037094880;4394733880;4394734880;4396057880;4396061880;4741018880;4741019880;4742259880;4742263880;5079922880;5079923880;5081212880;5081215880;5425418880;5425419880;5426672880;5426677880;5764700880;5764700880;5766016880;5766019880;6119123880;6119124880;6120454880;6120461880;6497333880;6497334880;6498893880;6498896880;6856676880;6856676880;6857985880;6857988880
35,1262842.105,1262842.105,0.000,1.000,1262842.105,1262842.105,0.000,0.887,0.888,0.000,128394236.842,90.223,128394236.842,90.238,0.000,0.000,0.0415334400000,0.0415334400000,0.000,32.889,32.889,159940608.000,159940608.000,126.6513108277069,180.000,888.559,1261953.546,70.362,0.770,0.219,0.836,0.219,MaxPoolGrad,GPU-0, 0:(128x192x27x27) 1:(128x192x13x13) 2:(128x192x13x13)->(128x192x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/gradients/tower_0/v/cg/mpool1/MaxPool_grad/MaxPoolGrad,6000,2.8600343232835375,14.007760883097745,57442,1270500,1213058,1327942,1234000.0,1263000.0,1289000.0,1303000;1300000;1289000;1286000;1283000;1291000;1284000;1300000;1289000;1306000,125758880,125759880,127092880,127097880,616453880;616453880;617783880;617788880;957138880;957139880;958463880;958468880;1299596880;1299596880;1300918880;1300922880;1695393880;1695393880;1696714880;1696719880;2045359880;2045360880;2046686880;2046691880;2390752880;2390752880;2392079880;2392085880;2730834880;2730834880;2732168880;2732174880;3073744880;3073745880;3075066880;3075071880;3412458880;3412459880;3413801880;3413806880;3756644880;3756644880;3757954880;3757959880;4103096880;4103097880;4104407880;4104412880;4463366880;4463367880;4464670880;4464675880;4804564880;4804564880;4805865880;4805870880;5142479880;5142480880;5143763880;5143768880;5487456880;5487456880;5488744880;5488748880;5827488880;5827488880;5828776880;5828781880;6187420880;6187421880;6188869880;6188875880;6564412880;6564412880;6565988880;6565992880;6927796880;6927797880;6929385880;6929393880
36,550210.526,550210.526,0.000,2.000,1100421.053,1100421.053,0.000,0.773,0.773,0.000,129494657.895,90.996,129494657.895,91.011,0.000,0.000,0.0083066880000,0.0166133760000,0.000,15.097,15.097,66455040.000,132910080.000,120.7811134493974,180.000,738.389,1099682.663,67.101,0.354,0.216,0.732,0.216,BiasAdd,GPU-0, 0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f32 -data_format NHWC,tower_0/v/cg/conv2/BiasAdd;tower_0/v/cg/conv3/BiasAdd,4000,3.5206332456560827,14.894138345547768,53134,556298,503164,609432,531000.0,548500.0,555000.0,557000;563000;555000;550000;556000;787000;534000;527000;728000;530000,36490880,36491880,37066880,37069880,526151880;526152880;526734880;526737880;866395880;866396880;866974880;866977880;1209513880;1209514880;1210087880;1210089880;1605159880;1605160880;1605739880;1605741880;1952699880;1952700880;1953509880;1953511880;2297485880;2297486880;2298042880;2298044880;2640975880;2640976880;2641524880;2641527880;2982900880;2982901880;2983649880;2983652880;3320547880;3320548880;3321101880;3321104880;3662745880;3662746880;3663305880;3663308880;4009292880;4009293880;4009844880;4009847880;4366697880;4366698880;4367250880;4367253880;4713965880;4713966880;4714515880;4714518880;5053506880;5053507880;5054077880;5054080880;5399514880;5399515880;5400077880;5400080880;5738109880;5738110880;5738684880;5738687880;6089293880;6089294880;6089872880;6089876880;6470767880;6470768880;6471331880;6471334880;6828854880;6828855880;6829402880;6829405880
37,1034184.211,1034184.211,0.000,1.000,1034184.211,1034184.211,0.000,0.727,0.727,0.000,130528842.105,91.723,130528842.105,91.738,0.000,0.000,0.0179159040000,0.0179159040000,0.000,17.324,17.324,143327232.000,143327232.000,138.5896540878903,180.000,796.262,1033387.948,76.994,0.406,0.131,0.687,0.131,Relu,GPU-0, 0:(128x192x27x27)->(128x192x27x27) -t f32,tower_0/v/cg/conv1/Relu,4000,2.2444593294149353,6.183386453519168,392225,1083857,691632,1476083,933000.0,934500.0,936000.0,936000;939000;936000;935000;976000;932000;933000;2072000;933000;934000,28963880,28964880,29919880,29922880,518858880;518859880;519817880;519820880;858142880;858143880;859639880;859646880;1201314880;1201315880;1202527880;1202535880;1597016880;1597016880;1598390880;1598394880;1945209880;1945209880;1946160880;1946164880;2289693880;2289693880;2290647880;2290650880;2632474880;2632474880;2634565880;2634570880;2975684880;2975685880;2976642880;2976645880;3312770880;3312771880;3313723880;3313725880;3653752880;3653752880;3655987880;3655990880;4001543880;4001543880;4002576880;4002580880;4359446880;4359447880;4360402880;4360404880;4706298880;4706299880;4707862880;4707867880;5045838880;5045840880;5046902880;5046906880;5391593880;5391594880;5392721880;5392724880;5730067880;5730068880;5731190880;5731193880;6080187880;6080188880;6082253880;6082258880;6462607880;6462607880;6463556880;6463559880;6821241880;6821242880;6822752880;6822757880
38,918815.789,918815.789,0.000,1.000,918815.789,918815.789,0.000,0.646,0.646,0.000,131447657.895,92.369,131447657.895,92.384,0.000,0.000,0.1132462070000,0.1132462070000,0.000,123.252,123.252,150994948.000,150994948.000,164.3364749820994,180.000,838.861,917976.929,91.298,2.886,0.024,0.595,0.024,L2Loss,GPU-0, 0:(9216x4096)->(1) -t f32,tower_0/v/l2_loss/L2Loss_10,4000,5.6026590950648405,34.75436464461927,6826,919810,912983,926636,918000.0,919000.0,920000.0,920000;920000;918000;919000;920000;962000;918000;919000;917000;916000,3152880,3153880,4110880,4113880,493208880;493209880;494166880;494168880;833430880;833431880;834389880;834391880;1176650880;1176650880;1177607880;1177609880;1572678880;1572678880;1573636880;1573638880;1921442880;1921442880;1922445880;1922448880;2266133880;2266133880;2267089880;2267092880;2610013880;2610013880;2610970880;2610973880;2952007880;2952008880;2952963880;2952965880;3288995880;3288996880;3289950880;3289952880;3631222880;3631223880;3632177880;3632179880;3977878880;3977879880;3978834880;3978836880;4333865880;4333866880;4334825880;4334828880;4682275880;4682275880;4683662880;4683666880;5021102880;5021103880;5022058880;5022060880;5367623880;5367623880;5368579880;5368581880;5705682880;5705682880;5706641880;5706643880;6056396880;6056396880;6057354880;6057357880;6438371880;6438372880;6439331880;6439333880;6797718880;6797719880;6799071880;6799075880
39,452973.684,452973.684,0.000,2.000,905947.368,905947.368,0.000,0.637,0.637,0.000,132353605.263,93.005,132353605.263,93.020,0.000,0.000,0.0083066880000,0.0166133760000,0.000,18.338,18.338,66453504.000,132907008.000,146.7049992447569,180.000,738.372,905208.996,81.503,0.429,0.086,0.602,0.086,Relu,GPU-0, 0:(128x384x13x13)->(128x384x13x13) -t f32,tower_0/v/cg/conv3/Relu;tower_0/v/cg/conv2/Relu,3000,2.7292653553616018,8.588161574657596,81199,461155,379956,542354,434000.0,435000.0,436000.0,435000;436000;434000;435000;435000;433000;433000;434000;434000;433000,47137880,47137880,47586880,47589880,536929880;536929880;537381880;537384880;877343880;877344880;877794880;877798880;1220333880;1220333880;1220789880;1220793880;1616093880;1616093880;1616545880;1616547880;1963310880;1963310880;1963862880;1963865880;2307979880;2307980880;2308429880;2308431880;2651369880;2651369880;2651820880;2651823880;2993617880;2993618880;2994068880;2994070880;3330795880;3330796880;3331436880;3331439880;3673351880;3673351880;3673800880;3673803880;4019728880;4019729880;4020180880;4020183880;4377535880;4377535880;4378181880;4378184880;4725030880;4725030880;4725483880;4725486880;5064371880;5064371880;5064821880;5064824880;5410182880;5410182880;5410630880;5410633880;5749014880;5749014880;5749465880;5749468880;6100632880;6100633880;6101276880;6101285880;6481162880;6481163880;6481612880;6481615880;6839963880;6839964880;6840664880;6840668880
40,891736.842,891736.842,0.000,1.000,891736.842,891736.842,0.000,0.627,0.627,0.000,133245342.105,93.632,133245342.105,93.647,0.000,0.000,0.0373800960000,0.0373800960000,0.000,41.918,41.918,88276992.000,88276992.000,98.9944430148144,180.000,490.428,891246.414,54.997,0.982,0.251,0.589,0.251,MaxPool,GPU-0, 0:(128x192x27x27)->(128x192x13x13) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool1/MaxPool,4000,3.9283581690950116,18.821671420965924,59909,902548,842639,962456,878250.0,894500.0,904750.0,1208000;917000;902000;909000;907000;876000;883000;874000;879000;879000,29924880,29924880,31164880,31168880,519821880;519822880;520768880;520772880;859649880;859650880;860681880;860686880;1202539880;1202540880;1203571880;1203577880;1598395880;1598397880;1599813880;1599817880;1946165880;1946165880;1947141880;1947144880;2290651880;2290652880;2291630880;2291634880;2634572880;2634572880;2635481880;2635484880;2976646880;2976646880;2977558880;2977562880;3313727880;3313728880;3314726880;3314729880;3655992880;3655993880;3657084880;3657088880;4002583880;4002584880;4003576880;4003579880;4360406880;4360407880;4361383880;4361386880;4707869880;4707870880;4708781880;4708785880;5046909880;5046910880;5048221880;5048226880;5392726880;5392726880;5393823880;5393826880;5731194880;5731195880;5732775880;5732778880;6082262880;6082262880;6083707880;6083711880;6463561880;6463561880;6464477880;6464479880;6822760880;6822761880;6823677880;6823683880
41,871131.579,871131.579,0.000,1.000,871131.579,871131.579,0.000,0.612,0.612,0.000,134116473.684,94.244,134116473.684,94.259,0.000,0.000,0.0167772160000,0.0167772160000,0.000,19.259,19.259,134217732.000,134217732.000,154.0728579282845,180.000,745.654,870385.925,85.596,0.451,0.058,0.579,0.058,Mul,GPU-0, 0:(4096x4096) 1:(1)->(4096x4096) -t f32,tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_12_grad/mul,3000,5.338982815247764,32.7915757856193,7048,872071,865023,879120,870000.0,871000.0,872000.0,872000;874000;872000;872000;872000;870000;871000;872000;875000;873000,2196880,2196880,3095880,3098880,492258880;492259880;493152880;493154880;832483880;832484880;833374880;833376880;1175702880;1175703880;1176593880;1176596880;1571730880;1571730880;1572621880;1572623880;1920318880;1920318880;1921207880;1921210880;2265187880;2265187880;2266076880;2266079880;2609066880;2609066880;2609957880;2609959880;2951056880;2951057880;2951950880;2951953880;3288048880;3288049880;3288940880;3288942880;3630279880;3630279880;3631165880;3631168880;3976931880;3976932880;3977821880;3977824880;4332919880;4332920880;4333809880;4333811880;4681317880;4681318880;4682215880;4682218880;5020158880;5020158880;5021046880;5021049880;5366680880;5366680880;5367566880;5367569880;5704735880;5704735880;5705626880;5705629880;6055436880;6055436880;6056328880;6056333880;6437424880;6437425880;6438311880;6438315880;6796594880;6796595880;6797490880;6797496880
42,804631.579,804631.579,0.000,1.000,804631.579,804631.579,0.000,0.565,0.566,0.000,134921105.263,94.810,134921105.263,94.825,0.000,0.000,0.0117964800000,0.0117964800000,0.000,14.661,14.661,49020928.000,49020928.000,60.9234453165882,180.000,272.338,804359.240,33.846,0.343,0.346,0.535,0.346,MaxPoolGrad,GPU-0, 0:(128x256x13x13) 1:(128x256x6x6) 2:(128x256x6x6)->(128x256x13x13) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad,5000,4.825449653916694,28.56005526629118,51962,812381,760419,864343,790250.0,803000.0,818250.0,816000;830000;799000;825000;805000;821000;800000;830000;1118000;838000,80311880,80311880,81164880,81169880,570463880;570463880;571329880;571334880;910522880;910523880;911359880;911364880;1253779880;1253780880;1254648880;1254653880;1649345880;1649346880;1650190880;1650195880;1997409880;1997409880;1998273880;1998278880;2343226880;2343227880;2344070880;2344074880;2683917880;2683918880;2684787880;2684792880;3027074880;3027074880;3028237880;3028242880;3364495880;3364496880;3365373880;3365377880;3707909880;3707909880;3708766880;3708770880;4054375880;4054376880;4055240880;4055245880;4412213880;4412214880;4413073880;4413078880;4758913880;4758913880;4759773880;4759778880;5097262880;5097263880;5098098880;5098103880;5442525880;5442526880;5443344880;5443349880;5782158880;5782158880;5783000880;5783005880;6138526880;6138526880;6139431880;6139435880;6516408880;6516408880;6517276880;6517281880;6877455880;6877455880;6878366880;6878370880
43,613210.526,613210.526,0.000,1.000,613210.526,613210.526,0.000,0.431,0.431,0.000,135534315.789,95.241,135534315.789,95.256,0.000,0.000,0.0247807360000,0.0247807360000,0.000,40.411,40.411,99123456.000,99123456.000,161.6466967642262,180.000,550.686,612659.840,89.804,0.946,0.022,0.405,0.022,BiasAddGrad,GPU-0, 0:(128x64x55x55)->(64) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv0/BiasAdd_grad/BiasAddGrad,3000,-2.445956553569912,10.452428575649241,1388,613024,611636,614412,613000.0,613000.0,614000.0,613000;613000;613000;607000;614000;613000;614000;613000;615000;613000,143273880,143273880,143950880,143953880,634034880;634035880;634717880;634721880;974595880;974596880;975275880;975279880;1321636880;1321636880;1323451880;1323456880;1713830880;1713831880;1714517880;1714521880;2063898880;2063899880;2064582880;2064585880;2409133880;2409133880;2409823880;2409826880;2748372880;2748372880;2749051880;2749054880;3091279880;3091280880;3091960880;3091963880;3430339880;3430340880;3431018880;3431021880;3775162880;3775162880;3775848880;3775851880;4121724880;4121725880;4122984880;4122988880;4481709880;4481709880;4482391880;4482394880;4822011880;4822012880;4822692880;4822695880;5160680880;5160681880;5161368880;5161372880;5504812880;5504813880;5505491880;5505494880;5844879880;5844879880;5845557880;5845560880;6206164880;6206164880;6207011880;6207015880;6582984880;6582984880;6583759880;6583763880;6947117880;6947117880;6947805880;6947809880
44,226039.474,226039.474,0.000,2.000,452078.947,452078.947,0.000,0.318,0.318,0.000,135986394.737,95.558,135986394.737,95.574,0.000,0.000,0.0083063040000,0.0166126080000,0.000,36.747,36.747,33228288.000,66456576.000,147.0021472728331,180.000,369.203,451709.744,81.668,0.861,0.042,0.299,0.042,BiasAddGrad,GPU-0, 0:(128x384x13x13)->(384) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv2/BiasAdd_grad/BiasAddGrad;tower_0/v/gradients/tower_0/v/cg/conv3/BiasAdd_grad/BiasAddGrad,3000,8.425675297141627,75.2248381155186,9531,227024,217493,236555,225000.0,226000.0,227000.0,228000;228000;226000;226000;227000;226000;226000;227000;229000;229000,119347880,119348880,119630880,119632880,610022880;610023880;610311880;610314880;950779880;950780880;951076880;951079880;1293210880;1293211880;1293500880;1293503880;1688665880;1688666880;1688979880;1688984880;2038694880;2038694880;2038983880;2038986880;2383587880;2383588880;2383878880;2383880880;2724353880;2724354880;2724694880;2724697880;3067317880;3067318880;3067605880;3067608880;3405951880;3405952880;3406251880;3406254880;3749188880;3749189880;3749484880;3749487880;4096012880;4096012880;4096303880;4096305880;4456677880;4456678880;4456969880;4456972880;4798191880;4798192880;4798480880;4798483880;5136067880;5136069880;5136444880;5136447880;5481126880;5481126880;5481409880;5481412880;5821143880;5821144880;5821425880;5821427880;6181025880;6181027880;6181337880;6181340880;6557601880;6557602880;6557890880;6557893880;6921164880;6921165880;6921457880;6921461880
45,450921.053,450921.053,0.000,1.000,450921.053,450921.053,0.000,0.317,0.317,0.000,136437315.789,95.875,136437315.789,95.890,0.000,0.000,0.0179157120000,0.0179157120000,0.000,39.731,39.731,71664384.000,71664384.000,158.9288936095711,180.000,398.135,450522.917,88.294,0.930,0.021,0.298,0.021,BiasAddGrad,GPU-0, 0:(128x192x27x27)->(192) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/conv1/BiasAdd_grad/BiasAddGrad,4000,5.833272047114566,36.46156293676472,37816,457452,419636,495268,450000.0,451000.0,451750.0,452000;451000;451000;451000;451000;452000;452000;451000;452000;451000,133326880,133327880,133834880,133837880,624068880;624069880;624580880;624583880;964672880;964673880;965186880;965189880;1309295880;1309297880;1309845880;1309850880;1703549880;1703551880;1704071880;1704075880;2053433880;2053434880;2053950880;2053953880;2398307880;2398308880;2398828880;2398831880;2738419880;2738420880;2738931880;2738934880;3081314880;3081314880;3081827880;3081830880;3420293880;3420294880;3420807880;3420810880;3764175880;3764176880;3764696880;3764699880;4110950880;4110951880;4111466880;4111469880;4471479880;4471481880;4472000880;4472003880;4812090880;4812091880;4812600880;4812604880;5149938880;5149939880;5150453880;5150456880;5494937880;5494938880;5495446880;5495448880;5834965880;5834966880;5835476880;5835479880;6195310880;6195311880;6196109880;6196116880;6572372880;6572373880;6572887880;6572891880;6936422880;6936423880;6936939880;6936942880
46,427315.789,427315.789,0.000,1.000,427315.789,427315.789,0.000,0.300,0.300,0.000,136864631.579,96.175,136864631.579,96.191,0.000,0.000,0.0055377920000,0.0055377920000,0.000,12.959,12.959,66453504.000,66453504.000,155.5138041630742,180.000,369.186,426946.603,86.397,0.304,0.026,0.284,0.026,ReluGrad,GPU-0, 0:(128x256x13x13) 1:(128x256x13x13)->(128x256x13x13) -t f32,tower_0/v/gradients/tower_0/v/cg/conv4/Relu_grad/ReluGrad,4000,5.505013849413622,33.61146212372342,29316,432357,403042,461673,425000.0,426000.0,428750.0,429000;428000;424000;425000;425000;429000;425000;429000;454000;612000,81174880,81175880,81622880,81625880,571339880;571340880;571787880;571791880;911369880;911369880;911814880;911818880;1254659880;1254659880;1255107880;1255111880;1650200880;1650201880;1650653880;1650657880;1998283880;1998284880;1998733880;1998737880;2344079880;2344080880;2344526880;2344530880;2684797880;2684798880;2685246880;2685250880;3028247880;3028247880;3028725880;3028729880;3365382880;3365383880;3366014880;3366018880;3708776880;3708776880;3709224880;3709228880;4055250880;4055250880;4055699880;4055703880;4413083880;4413084880;4413531880;4413535880;4759783880;4759784880;4760229880;4760233880;5098108880;5098108880;5098552880;5098557880;5443354880;5443354880;5443797880;5443801880;5783010880;5783010880;5783456880;5783460880;6139441880;6139442880;6140116880;6140120880;6517286880;6517287880;6517733880;6517737880;6878376880;6878377880;6878829880;6878833880
47,413763.158,413763.158,0.000,1.000,413763.158,413763.158,0.000,0.291,0.291,0.000,137278394.737,96.466,137278394.737,96.482,0.000,0.000,0.0503316470000,0.0503316470000,0.000,121.644,121.644,67108868.000,67108868.000,162.1915018762323,180.000,372.827,413390.331,90.106,2.849,0.014,0.268,0.014,L2Loss,GPU-0, 0:(4096x4096)->(1) -t f32,tower_0/v/l2_loss/L2Loss_12,3000,-0.925348981035383,4.025375004287776,627,413738,413111,414365,413250.0,414000.0,414000.0,414000;414000;415000;414000;414000;414000;413000;412000;414000;414000,1739880,1740880,2191880,2193880,491800880;491800880;492253880;492256880;832025880;832026880;832479880;832481880;1175244880;1175245880;1175697880;1175700880;1571273880;1571273880;1571725880;1571727880;1919861880;1919861880;1920313880;1920315880;2264729880;2264730880;2265182880;2265184880;2608609880;2608609880;2609061880;2609063880;2950321880;2950321880;2951051880;2951053880;3287591880;3287592880;3288044880;3288046880;3629817880;3629818880;3630273880;3630275880;3976475880;3976475880;3976927880;3976929880;4332461880;4332462880;4332915880;4332917880;4680859880;4680860880;4681312880;4681315880;5019699880;5019700880;5020153880;5020155880;5366221880;5366222880;5366675880;5366677880;5704277880;5704278880;5704730880;5704732880;6054978880;6054978880;6055431880;6055433880;6436968880;6436969880;6437420880;6437422880;6796137880;6796137880;6796589880;6796592880
48,369973.684,369973.684,0.000,1.000,369973.684,369973.684,0.000,0.260,0.260,0.000,137648368.421,96.726,137648368.421,96.742,0.000,0.000,1.0496245760000,1.0496245760000,0.000,2837.025,2837.025,19010048.000,19010048.000,51.3821626004695,180.000,105.611,369868.073,28.546,66.441,0.173,0.074,0.074,MatMul,GPU-0, 0:(128x1001) 1:(4096x1001)->(128x4096) -t f32 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine2/xw_plus_b/MatMul_grad/MatMul,4000,-0.6409148974366037,2.315105111669734,10177,369500,359323,379677,361000.0,373000.0,378000.0,379000;387000;376000;378000;380000;358000;358000;361000;358000;380000,61435880,61435880,61834880,61838880,551433880;551433880;551841880;551845880;891664880;891664880;892061880;892064880;1234818880;1234818880;1235217880;1235220880;1630391880;1630391880;1630792880;1630796880;1977636880;1977636880;1978015880;1978018880;2323883880;2323883880;2324262880;2324266880;2665114880;2665115880;2665495880;2665498880;3007616880;3007617880;3007995880;3007998880;3345406880;3345407880;3345808880;3345811880;3687686880;3687687880;3688260880;3688263880;4034180880;4034181880;4034572880;4034577880;4392857880;4392857880;4393253880;4393256880;4739639880;4739639880;4740016880;4740019880;5078524880;5078524880;5078922880;5078925880;5424036880;5424037880;5424421880;5424425880;5763301880;5763302880;5763703880;5763706880;6116101880;6116102880;6116508880;6116512880;6495954880;6495954880;6496341880;6496344880;6855274880;6855275880;6855675880;6855679880
