Op_key, op_path, op_type, op_device, io_shapes, stream_all_time ,sum_stream_n_times, replica_gpu_compute_time, replica_cpu_compute_time,memcpy_time, total_time, stream_all_calls, sum_stream_n_calls,replica_gpu_compute_calls, replica_cpu_compute_calls, memcpy_calls, total_calls, all_start
v/cg/affine2/biases@GPU-0@ 0:(none)->(1001) -t f32,v/cg/affine2/biases,VariableV2,GPU-0, 0:(none)->(1001) -t f32,0,0,4000,0,0,0,0,0,1,0,0,0,[1552507415062121000, 1552507415062121000, 1552507415062125000, 1552507415062126000]
learning_rate_tensor/input@GPU-0@ 0:(none)->(1) -t f32,learning_rate_tensor/input,Const,GPU-0, 0:(none)->(1) -t f32,0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062107000, 1552507415062108000, 1552507415062109000, 1552507415062111000]
v/cg/conv4/biases/read@GPU-0@ 0:(256)->(256) -t f32,v/cg/conv4/biases/read,Identity,GPU-0, 0:(256)->(256) -t f32,0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062442000, 1552507415062442000, 1552507415062443000, 1552507415062444000]
tower_0/v/l2_loss/L2Loss_6@GPU-0@ 0:(3x3x384x384)->(1) -t f32,tower_0/v/l2_loss/L2Loss_6,L2Loss,GPU-0, 0:(3x3x384x384)->(1) -t f32,42000,0,80000,0,0,0,1,0,1,0,0,0,[1552507415070316000, 1552507415070316000, 1552507415070396000, 1552507415070398000]
tower_0/v/cg/dropout0/dropout/dropout/random_uniform/mul@GPU-0@ 0:(128x4096)->(128x4096) -t f32,tower_0/v/cg/dropout0/dropout/dropout/random_uniform/mul,Snapshot,GPU-0, 0:(128x4096)->(128x4096) -t f32,0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062908000, 1552507415062908000, 1552507415062909000, 1552507415062910000]
tower_0/v/l2_loss/L2Loss_8@GPU-0@ 0:(3x3x384x256)->(1) -t f32,tower_0/v/l2_loss/L2Loss_8,L2Loss,GPU-0, 0:(3x3x384x256)->(1) -t f32,32000,0,69000,0,0,0,1,0,1,0,0,0,[1552507415070535000, 1552507415070535000, 1552507415070604000, 1552507415070606000]
tower_0/v/gradients/AddN_8@GPU-0@ 0:(384) 1:(384)->(384) -N i: 2 -t f32,tower_0/v/gradients/AddN_8,AddN,GPU-0, 0:(384) 1:(384)->(384) -N i: 2 -t f32,3000,0,19000,0,0,0,1,0,1,0,0,0,[1552507415175290000, 1552507415175291000, 1552507415175310000, 1552507415175314000]
tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/mul_grad/Mul@GPU-0@ 0:(1) 1:(128x4096)->(128x4096) -t f32,tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/mul_grad/Mul,Mul,GPU-0, 0:(1) 1:(128x4096)->(128x4096) -t f32,28000,0,46000,0,0,0,1,0,1,0,0,0,[1552507415079132000, 1552507415079132000, 1552507415079178000, 1552507415079181000]
tower_0/v/cg/conv1/Relu@GPU-0@ 0:(128x192x27x27)->(128x192x27x27) -t f32,tower_0/v/cg/conv1/Relu,Relu,GPU-0, 0:(128x192x27x27)->(128x192x27x27) -t f32,936000,0,955000,0,0,0,1,0,1,0,0,0,[1552507415090185000, 1552507415090186000, 1552507415091141000, 1552507415091144000]
tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad@GPU-0@ 0:(128x4096)->(4096) -t f32 -data_format NHWC,tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b_grad/BiasAddGrad,BiasAddGrad,GPU-0, 0:(128x4096)->(4096) -t f32 -data_format NHWC,24000,0,48000,0,0,0,1,0,1,0,0,0,[1552507415129641000, 1552507415129641000, 1552507415129689000, 1552507415129691000]
tower_0/v/cg/mpool0/MaxPool@GPU-0@ 0:(128x64x55x55)->(128x64x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/cg/mpool0/MaxPool,MaxPool,GPU-0, 0:(128x64x55x55)->(128x64x27x27) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,1220000,0,1253000,0,0,0,1,0,1,0,0,0,[1552507415080502000, 1552507415080502000, 1552507415081755000, 1552507415081758000]
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/zeros_like@GPU-0@ 0:(none)->(1) -t f32,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/zeros_like,Const,GPU-0, 0:(none)->(1) -t f32,0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062104000, 1552507415062104000, 1552507415062105000, 1552507415062107000]
tower_0/v/gradients/AddN_15@GPU-0@ 0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2 -t f32,tower_0/v/gradients/AddN_15,AddN,GPU-0, 0:(11x11x3x64) 1:(11x11x3x64)->(11x11x3x64) -N i: 2 -t f32,3000,0,19000,0,0,0,1,0,1,0,0,0,[1552507415212550000, 1552507415212550000, 1552507415212569000, 1552507415212572000]
tower_0/v/cg/conv3/conv2d/Conv2D@GPU-0@ 0:(128x384x13x13) 1:(3x3x384x384)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,tower_0/v/cg/conv3/conv2d/Conv2D,Conv2D,GPU-0, 0:(128x384x13x13) 1:(3x3x384x384)->(128x384x13x13) -t f32 -data_format NHWC -p s -cudnn 1,8923000,0,9019000,0,0,0,1,0,1,0,0,0,[1552507415098758000, 1552507415098758000, 1552507415107777000, 1552507415107780000]
tower_0/v/cg/conv2/BiasAdd@GPU-0@ 0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f32 -data_format NHWC,tower_0/v/cg/conv2/BiasAdd,BiasAdd,GPU-0, 0:(128x384x13x13) 1:(384)->(128x384x13x13) -t f32 -data_format NHWC,557000,0,575000,0,0,0,1,0,1,0,0,0,[1552507415097712000, 1552507415097713000, 1552507415098288000, 1552507415098291000]
gpu_compute_stage_ops_group@GPU-0@ 0:(none)->(none),gpu_compute_stage_ops_group,NoOp,GPU-0, 0:(none)->(none),0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062085000, 1552507415062085000, 1552507415062086000, 1552507415062087000]
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Const_1@GPU-0@ 0:(none)->(1) -t i32,tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/Const_1,Const,GPU-0, 0:(none)->(1) -t i32,0,0,1000,0,0,0,0,0,1,0,0,0,[1552507415062095000, 1552507415062095000, 1552507415062096000, 1552507415062099000]
tower_0/v/gradients/tower_0/v/cg/mpool0/MaxPool_grad/MaxPoolGrad@GPU-0@ 0:(128x64x55x55) 1:(128x64x27x27) 2:(128x64x27x27)->(128x64x55x55) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,tower_0/v/gradients/tower_0/v/cg/mpool0/MaxPool_grad/MaxPoolGrad,MaxPoolGrad,GPU-0, 0:(128x64x55x55) 1:(128x64x27x27) 2:(128x64x27x27)->(128x64x55x55) -t f32 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1,2141000,0,2169000,0,0,0,1,0,1,0,0,0,[1552507415200231000, 1552507415200232000, 1552507415202401000, 1552507415202405000]
tower_0/v/mul@GPU-0@ 0:(1) 1:(1)->(1) -t f32,tower_0/v/mul,Mul,GPU-0, 0:(1) 1:(1)->(1) -t f32,2000,0,18000,0,0,0,1,0,1,0,0,0,[1552507415079053000, 1552507415079054000, 1552507415079072000, 1552507415079075000]
tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b/MatMul_grad/MatMul@GPU-0@ 0:(128x4096) 1:(9216x4096)->(128x9216) -t f32 -tr_a 0 -tr_b 1,tower_0/v/gradients/tower_0/v/cg/affine0/xw_plus_b/MatMul_grad/MatMul,MatMul,GPU-0, 0:(128x4096) 1:(9216x4096)->(128x9216) -t f32 -tr_a 0 -tr_b 1,2863000,0,2884000,0,0,0,1,0,1,0,0,0,[1552507415132580000, 1552507415132581000, 1552507415135465000, 1552507415135469000]
v/cg/affine1/biases@GPU-0@ 0:(none)->(4096) -t f32,v/cg/affine1/biases,VariableV2,GPU-0, 0:(none)->(4096) -t f32,0,0,2000,0,0,0,0,0,1,0,0,0,[1552507415062153000, 1552507415062153000, 1552507415062155000, 1552507415062156000]
